,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
781,Alexandra activation,2026-08-28T10:31:39.000,-26.103989,28.1013451,86.0,12.0,13.0,13.0,31.0
782,Alexandra activation,2026-08-28T10:31:44.000,-26.1039539,28.1013021,86.0,14.0,15.0,15.0,31.0
783,Alexandra activation,2026-08-28T10:31:49.000,-26.1038971,28.1013244,86.0,16.0,19.0,18.0,31.0
784,Alexandra activation,2026-08-28T10:31:54.000,-26.1038706,28.1013213,86.0,18.0,21.0,20.0,31.0
785,Alexandra activation,2026-08-28T10:31:59.000,-26.1038456,28.1013234,86.0,18.0,20.0,19.0,31.0
786,Alexandra activation,2026-08-28T10:32:04.000,-26.1037779,28.101328,86.0,16.0,18.0,17.0,31.0
787,Alexandra activation,2026-08-28T10:32:09.000,-26.1037314,28.1012771,86.0,18.0,21.0,19.0,31.0
788,Alexandra activation,2026-08-28T10:32:14.000,-26.1036958,28.1012418,86.0,22.0,30.0,24.0,31.0
789,Alexandra activation,2026-08-28T10:32:19.000,-26.1036972,28.1012395,86.0,31.0,51.0,35.0,31.0
790,Alexandra activation,2026-08-28T10:32:24.000,-26.1036453,28.1012184,86.0,49.0,94.0,56.0,31.0
791,Alexandra activation,2026-08-28T10:32:29.000,-26.1035963,28.1012205,86.0,65.0,136.0,78.0,31.0
792,Alexandra activation,2026-08-28T10:32:34.000,-26.1035603,28.1011976,86.0,76.0,164.0,92.0,31.0
793,Alexandra activation,2026-08-28T10:32:39.000,-26.1035242,28.1011579,86.0,70.0,149.0,84.0,31.0
794,Alexandra activation,2026-08-28T10:32:44.000,-26.1034875,28.1011404,86.0,39.0,70.0,44.0,31.0
795,Alexandra activation,2026-08-28T10:32:49.000,-26.1034354,28.1011186,86.0,24.0,33.0,26.0,31.0
796,Alexandra activation,2026-08-28T10:32:54.000,-26.1033705,28.1011041,86.0,110.0,258.0,138.0,31.0
797,Alexandra activation,2026-08-28T10:32:59.000,-26.1033396,28.101117,86.0,234.0,602.0,311.0,31.0
798,Alexandra activation,2026-08-28T10:33:04.000,-26.1033333,28.1011265,86.0,146.0,351.0,185.0,31.0
799,Alexandra activation,2026-08-28T10:33:09.000,-26.1033185,28.1011227,86.0,46.0,87.0,53.0,31.0
800,Alexandra activation,2026-08-28T10:33:14.000,-26.1033007,28.1011139,86.0,20.0,24.0,21.0,31.0
801,Alexandra activation,2026-08-28T10:33:19.000,-26.1033118,28.1011162,86.0,13.0,14.0,14.0,31.0
802,Alexandra activation,2026-08-28T10:33:24.000,-26.1033091,28.1011163,86.0,12.0,13.0,13.0,31.0
803,Alexandra activation,2026-08-28T10:33:29.000,-26.1032478,28.1010956,86.0,11.0,12.0,12.0,31.0
804,Alexandra activation,2026-08-28T10:33:34.000,-26.103186,28.1010822,86.0,11.0,12.0,12.0,31.0
805,Alexandra activation,2026-08-28T10:33:39.000,-26.103137,28.1010465,86.0,13.0,14.0,14.0,31.0
806,Alexandra activation,2026-08-28T10:33:44.000,-26.1030903,28.1010303,86.0,16.0,18.0,17.0,31.0
807,Alexandra activation,2026-08-28T10:33:49.000,-26.1030511,28.1010145,86.0,17.0,19.0,18.0,31.0
808,Alexandra activation,2026-08-28T10:33:54.000,-26.103016,28.1009935,86.0,15.0,17.0,16.0,31.0
809,Alexandra activation,2026-08-28T10:33:59.000,-26.1029707,28.1009701,86.0,13.0,14.0,14.0,31.0
810,Alexandra activation,2026-08-28T10:34:04.000,-26.1029243,28.1009564,86.0,12.0,13.0,13.0,31.0
811,Alexandra activation,2026-08-28T10:34:09.000,-26.1028672,28.1009433,86.0,13.0,14.0,14.0,31.0
812,Alexandra activation,2026-08-28T10:34:14.000,-26.1028271,28.1009053,86.0,13.0,14.0,14.0,31.0
813,Alexandra activation,2026-08-28T10:34:19.000,-26.1027911,28.1008868,86.0,14.0,16.0,15.0,31.0
814,Alexandra activation,2026-08-28T10:34:24.000,-26.10275,28.1008745,86.0,13.0,14.0,14.0,31.0
815,Alexandra activation,2026-08-28T10:34:29.000,-26.1027158,28.1008611,86.0,11.0,12.0,12.0,31.0
816,Alexandra activation,2026-08-28T10:34:34.000,-26.1026674,28.1008498,86.0,11.0,12.0,12.0,31.0
817,Alexandra activation,2026-08-28T10:34:39.000,-26.1026316,28.1008416,86.0,12.0,13.0,13.0,31.0
818,Alexandra activation,2026-08-28T10:34:44.000,-26.102584,28.1008437,86.0,13.0,14.0,14.0,31.0
819,Alexandra activation,2026-08-28T10:34:49.000,-26.1025504,28.1008417,86.0,12.0,13.0,13.0,31.0
820,Alexandra activation,2026-08-28T10:34:54.000,-26.1025034,28.1008399,86.0,11.0,12.0,12.0,31.0
821,Alexandra activation,2026-08-28T10:34:59.000,-26.1024708,28.1008685,86.0,12.0,13.0,13.0,31.0
822,Alexandra activation,2026-08-28T10:35:04.000,-26.1024508,28.1008958,86.0,12.0,13.0,13.0,31.0
823,Alexandra activation,2026-08-28T10:35:09.000,-26.1024255,28.1009416,86.0,12.0,13.0,13.0,31.0
824,Alexandra activation,2026-08-28T10:35:14.000,-26.1024134,28.1009751,86.0,12.0,13.0,13.0,31.0
825,Alexandra activation,2026-08-28T10:35:19.000,-26.1023819,28.1010478,86.0,12.0,13.0,13.0,31.0
826,Alexandra activation,2026-08-28T10:35:24.000,-26.1023724,28.1010844,86.0,14.0,15.0,15.0,31.0
827,Alexandra activation,2026-08-28T10:35:29.000,-26.1023614,28.1011313,86.0,14.0,16.0,15.0,31.0
828,Alexandra activation,2026-08-28T10:35:34.000,-26.1023383,28.1011932,86.0,13.0,14.0,14.0,31.0
829,Alexandra activation,2026-08-28T10:35:39.000,-26.102327,28.1012303,86.0,12.0,13.0,13.0,31.0
830,Alexandra activation,2026-08-28T10:35:44.000,-26.1023255,28.1012681,86.0,12.0,13.0,13.0,31.0
831,Alexandra activation,2026-08-28T10:35:49.000,-26.1023201,28.1013102,86.0,12.0,13.0,13.0,31.0
832,Alexandra activation,2026-08-28T10:35:54.000,-26.1022939,28.1013595,86.0,10.0,11.0,11.0,32.0
833,Alexandra activation,2026-08-28T10:35:59.000,-26.1022795,28.1013895,86.0,10.0,11.0,10.0,32.0
834,Alexandra activation,2026-08-28T10:36:04.000,-26.1022804,28.1014352,86.0,11.0,12.0,11.0,32.0
835,Alexandra activation,2026-08-28T10:36:09.000,-26.1022793,28.1014946,86.0,11.0,12.0,12.0,32.0
836,Alexandra activation,2026-08-28T10:36:14.000,-26.1022638,28.1015467,86.0,11.0,12.0,12.0,32.0
837,Alexandra activation,2026-08-28T10:36:19.000,-26.1022451,28.1015914,86.0,11.0,12.0,12.0,32.0
838,Alexandra activation,2026-08-28T10:36:24.000,-26.1022178,28.101644,86.0,11.0,12.0,11.0,32.0
839,Alexandra activation,2026-08-28T10:36:29.000,-26.1022039,28.1016955,86.0,13.0,14.0,14.0,32.0
840,Alexandra activation,2026-08-28T10:36:34.000,-26.102189,28.101742,86.0,14.0,16.0,15.0,32.0
841,Alexandra activation,2026-08-28T10:36:39.000,-26.1021733,28.1018178,86.0,19.0,22.0,21.0,32.0
842,Alexandra activation,2026-08-28T10:36:44.000,-26.1021516,28.1018332,86.0,19.0,23.0,21.0,31.0
843,Alexandra activation,2026-08-28T10:36:49.000,-26.1021471,28.1018504,86.0,19.0,22.0,21.0,31.0
844,Alexandra activation,2026-08-28T10:36:54.000,-26.1021537,28.1018479,86.0,17.0,20.0,19.0,31.0
845,Alexandra activation,2026-08-28T10:36:59.000,-26.1021385,28.1018854,86.0,15.0,17.0,16.0,31.0
846,Alexandra activation,2026-08-28T10:37:04.000,-26.1021296,28.1019434,86.0,14.0,16.0,15.0,31.0
847,Alexandra activation,2026-08-28T10:37:09.000,-26.1021063,28.102007,86.0,13.0,15.0,14.0,31.0
848,Alexandra activation,2026-08-28T10:37:14.000,-26.1020791,28.1020776,86.0,13.0,14.0,14.0,31.0
849,Alexandra activation,2026-08-28T10:37:19.000,-26.1020509,28.1021347,86.0,12.0,13.0,13.0,31.0
850,Alexandra activation,2026-08-28T10:37:24.000,-26.1020413,28.1021645,86.0,12.0,13.0,13.0,31.0
851,Alexandra activation,2026-08-28T10:37:29.000,-26.1020198,28.1022169,86.0,12.0,13.0,13.0,31.0
852,Alexandra activation,2026-08-28T10:37:34.000,-26.1020219,28.1022912,86.0,12.0,13.0,13.0,31.0
853,Alexandra activation,2026-08-28T10:37:39.000,-26.1020149,28.1023553,86.0,11.0,12.0,12.0,31.0
854,Alexandra activation,2026-08-28T10:37:44.000,-26.1020052,28.1024118,86.0,11.0,12.0,12.0,31.0
855,Alexandra activation,2026-08-28T10:37:49.000,-26.1019858,28.1024542,86.0,11.0,12.0,12.0,31.0
856,Alexandra activation,2026-08-28T10:37:54.000,-26.1019586,28.1025151,86.0,12.0,13.0,13.0,31.0
857,Alexandra activation,2026-08-28T10:37:59.000,-26.1019283,28.1025715,86.0,14.0,16.0,16.0,32.0
858,Alexandra activation,2026-08-28T10:38:04.000,-26.1019066,28.1026209,85.0,19.0,22.0,21.0,32.0
859,Alexandra activation,2026-08-28T10:38:09.000,-26.1019101,28.1026676,85.0,17.0,19.0,18.0,32.0
860,Alexandra activation,2026-08-28T10:38:14.000,-26.101908,28.1027277,85.0,15.0,17.0,16.0,31.0
861,Alexandra activation,2026-08-28T10:38:19.000,-26.1018982,28.1027743,85.0,13.0,15.0,14.0,31.0
862,Alexandra activation,2026-08-28T10:38:24.000,-26.1018833,28.1028073,85.0,12.0,13.0,13.0,31.0
863,Alexandra activation,2026-08-28T10:38:29.000,-26.1018671,28.1028524,85.0,12.0,13.0,13.0,31.0
864,Alexandra activation,2026-08-28T10:38:34.000,-26.1018259,28.1029172,85.0,13.0,14.0,14.0,31.0
865,Alexandra activation,2026-08-28T10:38:39.000,-26.101819,28.1029646,85.0,14.0,16.0,15.0,31.0
866,Alexandra activation,2026-08-28T10:38:44.000,-26.1018062,28.103019,85.0,13.0,15.0,14.0,31.0
867,Alexandra activation,2026-08-28T10:38:49.000,-26.1017937,28.1030523,85.0,13.0,14.0,14.0,31.0
868,Alexandra activation,2026-08-28T10:38:54.000,-26.1017906,28.1030959,85.0,12.0,13.0,13.0,31.0
869,Alexandra activation,2026-08-28T10:38:59.000,-26.101771,28.1031457,85.0,12.0,13.0,13.0,32.0
870,Alexandra activation,2026-08-28T10:39:04.000,-26.1017596,28.1031816,85.0,12.0,13.0,13.0,32.0
871,Alexandra activation,2026-08-28T10:39:09.000,-26.1017504,28.1032388,85.0,11.0,12.0,12.0,32.0
872,Alexandra activation,2026-08-28T10:39:14.000,-26.1017361,28.1032768,85.0,13.0,14.0,14.0,32.0
873,Alexandra activation,2026-08-28T10:39:19.000,-26.1017232,28.103327,85.0,13.0,14.0,14.0,32.0
874,Alexandra activation,2026-08-28T10:39:24.000,-26.1017209,28.103379,85.0,13.0,14.0,14.0,32.0
875,Alexandra activation,2026-08-28T10:39:29.000,-26.1016993,28.1034179,85.0,12.0,12.0,12.0,32.0
876,Alexandra activation,2026-08-28T10:39:34.000,-26.1016791,28.1034501,85.0,11.0,12.0,12.0,32.0
877,Alexandra activation,2026-08-28T10:39:39.000,-26.1016265,28.1035032,85.0,11.0,12.0,12.0,32.0
878,Alexandra activation,2026-08-28T10:39:44.000,-26.1015936,28.1035641,85.0,13.0,14.0,14.0,32.0
879,Alexandra activation,2026-08-28T10:39:49.000,-26.101565,28.1036301,85.0,12.0,13.0,13.0,32.0
880,Alexandra activation,2026-08-28T10:39:54.000,-26.1015404,28.1036439,85.0,13.0,14.0,14.0,32.0
881,Alexandra activation,2026-08-28T10:39:59.000,-26.1014894,28.1036331,85.0,12.0,14.0,14.0,32.0
882,Alexandra activation,2026-08-28T10:40:04.000,-26.1014393,28.1036218,85.0,13.0,15.0,14.0,32.0
883,Alexandra activation,2026-08-28T10:40:09.000,-26.10141,28.1036216,85.0,14.0,16.0,15.0,32.0
884,Alexandra activation,2026-08-28T10:40:14.000,-26.1013784,28.1036222,85.0,13.0,14.0,14.0,32.0
885,Alexandra activation,2026-08-28T10:40:19.000,-26.1013366,28.103626,85.0,14.0,15.0,15.0,32.0
886,Alexandra activation,2026-08-28T10:40:24.000,-26.101289,28.1036105,85.0,14.0,16.0,15.0,32.0
887,Alexandra activation,2026-08-28T10:40:29.000,-26.101242,28.10359,85.0,14.0,16.0,15.0,32.0
888,Alexandra activation,2026-08-28T10:40:34.000,-26.1011912,28.1035732,85.0,14.0,16.0,15.0,32.0
889,Alexandra activation,2026-08-28T10:40:39.000,-26.1011409,28.1035526,85.0,15.0,17.0,16.0,32.0
890,Alexandra activation,2026-08-28T10:40:44.000,-26.1011126,28.1035315,85.0,14.0,16.0,15.0,32.0
891,Alexandra activation,2026-08-28T10:40:49.000,-26.10107,28.1035085,85.0,12.0,14.0,13.0,33.0
892,Alexandra activation,2026-08-28T10:40:54.000,-26.1010143,28.1034852,85.0,11.0,12.0,12.0,33.0
893,Alexandra activation,2026-08-28T10:40:59.000,-26.1009854,28.103471,85.0,12.0,13.0,13.0,32.0
894,Alexandra activation,2026-08-28T10:41:04.000,-26.1009645,28.1034635,85.0,14.0,16.0,15.0,32.0
895,Alexandra activation,2026-08-28T10:41:09.000,-26.1009264,28.1034571,85.0,18.0,21.0,19.0,32.0
896,Alexandra activation,2026-08-28T10:41:14.000,-26.1008774,28.1034617,85.0,19.0,22.0,21.0,32.0
897,Alexandra activation,2026-08-28T10:41:19.000,-26.1008376,28.10345,85.0,20.0,24.0,22.0,32.0
898,Alexandra activation,2026-08-28T10:41:24.000,-26.1007975,28.1033977,85.0,24.0,34.0,26.0,32.0
899,Alexandra activation,2026-08-28T10:41:29.000,-26.1007753,28.1033693,85.0,25.0,36.0,27.0,32.0
900,Alexandra activation,2026-08-28T10:41:34.000,-26.1007384,28.1033636,85.0,21.0,26.0,23.0,32.0
901,Alexandra activation,2026-08-28T10:41:39.000,-26.1007024,28.1033747,85.0,20.0,25.0,22.0,32.0
902,Alexandra activation,2026-08-28T10:41:44.000,-26.1006763,28.1033572,85.0,20.0,25.0,22.0,32.0
903,Alexandra activation,2026-08-28T10:41:49.000,-26.100651,28.103332,85.0,19.0,23.0,21.0,32.0
904,Alexandra activation,2026-08-28T10:41:54.000,-26.1006287,28.1033185,85.0,16.0,18.0,17.0,32.0
905,Alexandra activation,2026-08-28T10:41:59.000,-26.1006146,28.1032935,85.0,16.0,18.0,17.0,32.0
906,Alexandra activation,2026-08-28T10:42:04.000,-26.1005769,28.1032809,85.0,15.0,17.0,16.0,32.0
907,Alexandra activation,2026-08-28T10:42:09.000,-26.100524,28.1032986,85.0,14.0,16.0,15.0,32.0
908,Alexandra activation,2026-08-28T10:42:14.000,-26.1004421,28.1033028,85.0,13.0,15.0,14.0,32.0
909,Alexandra activation,2026-08-28T10:42:19.000,-26.100412,28.1032918,85.0,13.0,14.0,14.0,32.0
910,Alexandra activation,2026-08-28T10:42:24.000,-26.1003875,28.1032651,85.0,13.0,15.0,14.0,32.0
911,Alexandra activation,2026-08-28T10:42:29.000,-26.1003568,28.1032504,85.0,14.0,15.0,14.0,32.0
912,Alexandra activation,2026-08-28T10:42:34.000,-26.1003356,28.1032257,85.0,15.0,17.0,16.0,32.0
913,Alexandra activation,2026-08-28T10:42:39.000,-26.1002855,28.1032213,85.0,14.0,15.0,15.0,32.0
914,Alexandra activation,2026-08-28T10:42:44.000,-26.1002638,28.1032262,85.0,12.0,13.0,13.0,32.0
915,Alexandra activation,2026-08-28T10:42:49.000,-26.1002305,28.1032186,85.0,12.0,13.0,13.0,32.0
916,Alexandra activation,2026-08-28T10:42:54.000,-26.1002119,28.1032098,85.0,11.0,12.0,11.0,32.0
917,Alexandra activation,2026-08-28T10:42:59.000,-26.1001649,28.1031903,85.0,11.0,12.0,12.0,32.0
918,Alexandra activation,2026-08-28T10:43:04.000,-26.1001154,28.103166,85.0,12.0,13.0,13.0,32.0
919,Alexandra activation,2026-08-28T10:43:09.000,-26.1000705,28.1031392,85.0,11.0,12.0,12.0,32.0
920,Alexandra activation,2026-08-28T10:43:14.000,-26.1000241,28.103104,85.0,10.0,11.0,10.0,32.0
921,Alexandra activation,2026-08-28T10:43:19.000,-26.0999892,28.1031039,85.0,10.0,11.0,10.0,31.0
922,Alexandra activation,2026-08-28T10:43:24.000,-26.0999492,28.1031193,85.0,11.0,12.0,12.0,32.0
923,Alexandra activation,2026-08-28T10:43:29.000,-26.0999217,28.1031117,85.0,10.0,11.0,10.0,32.0
924,Alexandra activation,2026-08-28T10:43:34.000,-26.0998669,28.1030861,85.0,12.0,13.0,13.0,32.0
925,Alexandra activation,2026-08-28T10:43:39.000,-26.0998274,28.1030739,85.0,13.0,14.0,14.0,32.0
926,Alexandra activation,2026-08-28T10:43:44.000,-26.0997969,28.1030476,85.0,13.0,14.0,14.0,32.0
927,Alexandra activation,2026-08-28T10:43:49.000,-26.0997643,28.1030531,85.0,15.0,17.0,16.0,32.0
928,Alexandra activation,2026-08-28T10:43:54.000,-26.0997573,28.1031275,85.0,16.0,18.0,17.0,32.0
929,Alexandra activation,2026-08-28T10:43:59.000,-26.0997482,28.1031691,85.0,15.0,17.0,16.0,32.0
930,Alexandra activation,2026-08-28T10:44:04.000,-26.0997137,28.1032092,85.0,14.0,16.0,15.0,32.0
931,Alexandra activation,2026-08-28T10:44:09.000,-26.0996578,28.1032325,85.0,12.0,13.0,13.0,32.0
932,Alexandra activation,2026-08-28T10:44:14.000,-26.0996408,28.1032671,85.0,13.0,14.0,14.0,32.0
933,Alexandra activation,2026-08-28T10:44:19.000,-26.0996421,28.1033343,85.0,13.0,14.0,14.0,32.0
934,Alexandra activation,2026-08-28T10:44:24.000,-26.0996709,28.1033791,85.0,15.0,17.0,16.0,33.0
935,Alexandra activation,2026-08-28T10:44:29.000,-26.0996775,28.1034012,85.0,13.0,14.0,14.0,33.0
936,Alexandra activation,2026-08-28T10:44:34.000,-26.0996476,28.1034146,85.0,12.0,14.0,13.0,32.0
937,Alexandra activation,2026-08-28T10:44:39.000,-26.0996577,28.1034352,86.0,13.0,14.0,14.0,32.0
938,Alexandra activation,2026-08-28T10:44:44.000,-26.0996495,28.1034698,85.0,13.0,15.0,14.0,32.0
939,Alexandra activation,2026-08-28T10:44:49.000,-26.0996455,28.1035079,86.0,13.0,14.0,14.0,32.0
940,Alexandra activation,2026-08-28T10:44:54.000,-26.0996479,28.1034913,86.0,13.0,14.0,14.0,32.0
941,Alexandra activation,2026-08-28T10:44:59.000,-26.0996407,28.1034819,86.0,12.0,13.0,13.0,32.0
942,Alexandra activation,2026-08-28T10:45:04.000,-26.0996388,28.1034819,86.0,12.0,13.0,13.0,32.0
943,Alexandra activation,2026-08-28T10:45:09.000,-26.0996386,28.1034815,86.0,12.0,13.0,13.0,32.0
944,Alexandra activation,2026-08-28T10:45:14.000,-26.0996385,28.1034828,86.0,12.0,13.0,13.0,32.0
945,Alexandra activation,2026-08-28T10:45:19.000,-26.0996385,28.1034832,86.0,14.0,16.0,15.0,32.0
946,Alexandra activation,2026-08-28T10:45:24.000,-26.099639,28.1034821,86.0,14.0,15.0,15.0,32.0
947,Alexandra activation,2026-08-28T10:45:29.000,-26.0996385,28.1034804,86.0,13.0,14.0,14.0,32.0
948,Alexandra activation,2026-08-28T10:45:34.000,-26.0996375,28.1034808,86.0,12.0,13.0,13.0,32.0
949,Alexandra activation,2026-08-28T10:45:39.000,-26.0996053,28.1035259,86.0,13.0,14.0,14.0,32.0
950,Alexandra activation,2026-08-28T10:45:44.000,-26.0996002,28.1035662,86.0,13.0,15.0,14.0,32.0
951,Alexandra activation,2026-08-28T10:45:49.000,-26.0995999,28.1035753,86.0,14.0,15.0,15.0,32.0
952,Alexandra activation,2026-08-28T10:45:54.000,-26.0995444,28.1036161,86.0,15.0,17.0,16.0,32.0
953,Alexandra activation,2026-08-28T10:45:59.000,-26.0995275,28.1036998,86.0,14.0,16.0,15.0,32.0
954,Alexandra activation,2026-08-28T10:46:04.000,-26.0995215,28.103729,86.0,14.0,16.0,15.0,32.0
955,Alexandra activation,2026-08-28T10:46:09.000,-26.0994906,28.1037543,86.0,13.0,14.0,14.0,32.0
956,Alexandra activation,2026-08-28T10:46:14.000,-26.0994525,28.1037559,86.0,13.0,14.0,14.0,32.0
957,Alexandra activation,2026-08-28T10:46:19.000,-26.099396,28.1037386,86.0,13.0,14.0,14.0,32.0
958,Alexandra activation,2026-08-28T10:46:24.000,-26.0993717,28.1037058,86.0,12.0,13.0,13.0,32.0
959,Alexandra activation,2026-08-28T10:46:29.000,-26.0993335,28.1037064,86.0,13.0,14.0,14.0,32.0
960,Alexandra activation,2026-08-28T10:46:34.000,-26.09927,28.1036575,86.0,12.0,13.0,13.0,32.0
961,Alexandra activation,2026-08-28T10:46:39.000,-26.0992181,28.1036532,86.0,12.0,13.0,13.0,33.0
962,Alexandra activation,2026-08-28T10:46:44.000,-26.0991669,28.1036665,86.0,12.0,13.0,13.0,32.0
963,Alexandra activation,2026-08-28T10:46:49.000,-26.0991297,28.1036526,86.0,13.0,14.0,14.0,32.0
964,Alexandra activation,2026-08-28T10:46:54.000,-26.0990755,28.1036302,86.0,13.0,14.0,14.0,32.0
965,Alexandra activation,2026-08-28T10:46:59.000,-26.0990286,28.1035988,86.0,13.0,14.0,14.0,32.0
966,Alexandra activation,2026-08-28T10:47:04.000,-26.0989808,28.1035876,86.0,13.0,14.0,14.0,32.0
967,Alexandra activation,2026-08-28T10:47:09.000,-26.0989475,28.1035737,86.0,13.0,14.0,14.0,32.0
968,Alexandra activation,2026-08-28T10:47:14.000,-26.0988999,28.1035729,86.0,12.0,13.0,13.0,32.0
969,Alexandra activation,2026-08-28T10:47:19.000,-26.0988377,28.1035698,86.0,12.0,13.0,13.0,32.0
970,Alexandra activation,2026-08-28T10:47:24.000,-26.098775,28.1035812,86.0,12.0,13.0,13.0,32.0
971,Alexandra activation,2026-08-28T10:47:29.000,-26.0987297,28.1035918,86.0,14.0,15.0,15.0,32.0
972,Alexandra activation,2026-08-28T10:47:34.000,-26.0986953,28.1036051,86.0,14.0,16.0,15.0,32.0
973,Alexandra activation,2026-08-28T10:47:39.000,-26.098644,28.103604,86.0,13.0,14.0,14.0,32.0
974,Alexandra activation,2026-08-28T10:47:44.000,-26.0985964,28.1036215,86.0,14.0,15.0,15.0,32.0
975,Alexandra activation,2026-08-28T10:47:49.000,-26.0985657,28.1036613,86.0,14.0,16.0,15.0,32.0
976,Alexandra activation,2026-08-28T10:47:54.000,-26.0985266,28.1036613,86.0,15.0,17.0,16.0,32.0
977,Alexandra activation,2026-08-28T10:47:59.000,-26.0984821,28.1036613,86.0,14.0,16.0,15.0,32.0
978,Alexandra activation,2026-08-28T10:48:04.000,-26.0984275,28.1036862,86.0,15.0,17.0,16.0,32.0
979,Alexandra activation,2026-08-28T10:48:09.000,-26.0983841,28.1037119,86.0,15.0,17.0,16.0,32.0
980,Alexandra activation,2026-08-28T10:48:14.000,-26.0983543,28.1037074,86.0,14.0,16.0,15.0,32.0
981,Alexandra activation,2026-08-28T10:48:19.000,-26.0983027,28.1037301,86.0,15.0,17.0,16.0,32.0
982,Alexandra activation,2026-08-28T10:48:24.000,-26.098245,28.1037349,86.0,15.0,17.0,16.0,32.0
983,Alexandra activation,2026-08-28T10:48:29.000,-26.0982049,28.1037534,86.0,13.0,14.0,14.0,31.0
984,Alexandra activation,2026-08-28T10:48:34.000,-26.0981453,28.1037632,86.0,13.0,14.0,14.0,31.0
985,Alexandra activation,2026-08-28T10:48:39.000,-26.0981068,28.1037749,86.0,13.0,15.0,14.0,31.0
986,Alexandra activation,2026-08-28T10:48:44.000,-26.0980755,28.1038013,86.0,14.0,15.0,15.0,31.0
987,Alexandra activation,2026-08-28T10:48:49.000,-26.0980496,28.1038529,86.0,13.0,14.0,14.0,31.0
988,Alexandra activation,2026-08-28T10:48:54.000,-26.0980188,28.103902,86.0,13.0,14.0,14.0,31.0
989,Alexandra activation,2026-08-28T10:48:59.000,-26.0979863,28.1039345,86.0,13.0,14.0,14.0,31.0
990,Alexandra activation,2026-08-28T10:49:04.000,-26.0979624,28.1039612,85.0,14.0,15.0,15.0,31.0
991,Alexandra activation,2026-08-28T10:49:09.000,-26.0979481,28.1039876,85.0,13.0,14.0,14.0,31.0
992,Alexandra activation,2026-08-28T10:49:14.000,-26.0979136,28.10401,85.0,13.0,14.0,14.0,31.0
993,Alexandra activation,2026-08-28T10:49:19.000,-26.0978951,28.10401,85.0,13.0,14.0,14.0,31.0
994,Alexandra activation,2026-08-28T10:49:24.000,-26.0978899,28.1040602,85.0,12.0,14.0,14.0,31.0
995,Alexandra activation,2026-08-28T10:49:29.000,-26.0978433,28.1041082,85.0,13.0,14.0,14.0,31.0
996,Alexandra activation,2026-08-28T10:49:34.000,-26.0978035,28.1041468,85.0,15.0,17.0,16.0,31.0
997,Alexandra activation,2026-08-28T10:49:39.000,-26.0977716,28.104176,85.0,16.0,18.0,17.0,31.0
998,Alexandra activation,2026-08-28T10:49:44.000,-26.0977703,28.1041816,85.0,16.0,18.0,17.0,32.0
999,Alexandra activation,2026-08-28T10:49:49.000,-26.0977753,28.1041861,85.0,16.0,18.0,17.0,31.0
1000,Alexandra activation,2026-08-28T10:49:54.000,-26.0977424,28.1042197,85.0,15.0,17.0,16.0,32.0
1001,Alexandra activation,2026-08-28T10:49:59.000,-26.0976997,28.1042796,85.0,14.0,16.0,15.0,32.0
1002,Alexandra activation,2026-08-28T10:50:04.000,-26.0976526,28.1043207,85.0,15.0,17.0,16.0,32.0
1003,Alexandra activation,2026-08-28T10:50:09.000,-26.0976098,28.1043424,85.0,13.0,14.0,14.0,32.0
1004,Alexandra activation,2026-08-28T10:50:14.000,-26.0975677,28.1043661,85.0,13.0,14.0,14.0,32.0
1005,Alexandra activation,2026-08-28T10:50:19.000,-26.0975409,28.1043772,85.0,12.0,14.0,13.0,32.0
1006,Alexandra activation,2026-08-28T10:50:24.000,-26.0975198,28.1043771,85.0,13.0,15.0,14.0,32.0
1007,Alexandra activation,2026-08-28T10:50:29.000,-26.0975242,28.1043913,85.0,13.0,14.0,14.0,31.0
1008,Alexandra activation,2026-08-28T10:50:34.000,-26.0975014,28.104451,85.0,12.0,13.0,13.0,31.0
1009,Alexandra activation,2026-08-28T10:50:39.000,-26.0975121,28.1044525,85.0,14.0,16.0,15.0,31.0
1010,Alexandra activation,2026-08-28T10:50:44.000,-26.0975103,28.1044499,85.0,16.0,18.0,17.0,31.0
1011,Alexandra activation,2026-08-28T10:50:49.000,-26.0975095,28.1044506,85.0,15.0,17.0,16.0,31.0
1012,Alexandra activation,2026-08-28T10:50:54.000,-26.0975097,28.1044502,85.0,15.0,17.0,16.0,31.0
1013,Alexandra activation,2026-08-28T10:50:59.000,-26.0975096,28.1044505,85.0,15.0,17.0,16.0,31.0
