,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
315,Alexandra activation,2026-08-28T09:52:49.000,-26.1058852,28.112298,80.0,8.0,10.0,9.0,35.0
316,Alexandra activation,2026-08-28T09:52:54.000,-26.1059,28.1122551,80.0,8.0,9.0,9.0,35.0
317,Alexandra activation,2026-08-28T09:52:59.000,-26.1059249,28.1122238,80.0,9.0,11.0,10.0,35.0
318,Alexandra activation,2026-08-28T09:53:04.000,-26.1059362,28.112203,80.0,8.0,10.0,9.0,35.0
319,Alexandra activation,2026-08-28T09:53:09.000,-26.1059627,28.1121564,80.0,10.0,11.0,11.0,35.0
320,Alexandra activation,2026-08-28T09:53:14.000,-26.1059907,28.1120892,80.0,10.0,11.0,10.0,35.0
321,Alexandra activation,2026-08-28T09:53:19.000,-26.1059645,28.1120773,80.0,10.0,11.0,10.0,35.0
322,Alexandra activation,2026-08-28T09:53:24.000,-26.1060008,28.112037,80.0,10.0,11.0,10.0,35.0
323,Alexandra activation,2026-08-28T09:53:29.000,-26.106025,28.1119758,80.0,9.0,10.0,9.0,35.0
324,Alexandra activation,2026-08-28T09:53:34.000,-26.1060669,28.1119317,80.0,7.0,8.0,8.0,35.0
325,Alexandra activation,2026-08-28T09:53:39.000,-26.1060776,28.1118986,80.0,8.0,9.0,9.0,35.0
326,Alexandra activation,2026-08-28T09:53:44.000,-26.1061009,28.111854,80.0,7.0,8.0,8.0,34.0
327,Alexandra activation,2026-08-28T09:53:49.000,-26.1061281,28.1118053,80.0,8.0,10.0,9.0,34.0
328,Alexandra activation,2026-08-28T09:53:54.000,-26.1061345,28.1117624,80.0,8.0,10.0,9.0,35.0
329,Alexandra activation,2026-08-28T09:53:59.000,-26.1061551,28.1117281,80.0,8.0,10.0,9.0,35.0
330,Alexandra activation,2026-08-28T09:54:04.000,-26.1061748,28.1116988,80.0,9.0,11.0,10.0,35.0
331,Alexandra activation,2026-08-28T09:54:09.000,-26.1061968,28.1116609,80.0,10.0,11.0,10.0,35.0
332,Alexandra activation,2026-08-28T09:54:14.000,-26.1062127,28.1116224,80.0,8.0,10.0,9.0,34.0
333,Alexandra activation,2026-08-28T09:54:19.000,-26.1062165,28.1115844,80.0,8.0,10.0,9.0,34.0
334,Alexandra activation,2026-08-28T09:54:24.000,-26.1062238,28.11154,80.0,8.0,9.0,9.0,34.0
335,Alexandra activation,2026-08-28T09:54:29.000,-26.1062386,28.1114807,81.0,9.0,10.0,9.0,35.0
336,Alexandra activation,2026-08-28T09:54:34.000,-26.106268,28.1114475,81.0,10.0,11.0,10.0,35.0
337,Alexandra activation,2026-08-28T09:54:39.000,-26.1062851,28.111416,81.0,10.0,11.0,10.0,35.0
338,Alexandra activation,2026-08-28T09:54:44.000,-26.1062962,28.1113471,81.0,8.0,10.0,9.0,35.0
339,Alexandra activation,2026-08-28T09:54:49.000,-26.1063093,28.111286,81.0,8.0,10.0,9.0,35.0
340,Alexandra activation,2026-08-28T09:54:54.000,-26.1063276,28.1112355,81.0,8.0,10.0,9.0,35.0
341,Alexandra activation,2026-08-28T09:54:59.000,-26.1063626,28.1111964,81.0,8.0,10.0,9.0,35.0
342,Alexandra activation,2026-08-28T09:55:04.000,-26.1063976,28.1111567,81.0,7.0,8.0,8.0,34.0
343,Alexandra activation,2026-08-28T09:55:09.000,-26.10642,28.1111173,81.0,7.0,8.0,8.0,34.0
344,Alexandra activation,2026-08-28T09:55:14.000,-26.1064208,28.1111013,81.0,9.0,10.0,9.0,34.0
345,Alexandra activation,2026-08-28T09:55:19.000,-26.1064101,28.1111044,81.0,8.0,10.0,9.0,34.0
346,Alexandra activation,2026-08-28T09:55:24.000,-26.1064116,28.1111116,81.0,8.0,10.0,9.0,34.0
347,Alexandra activation,2026-08-28T09:55:29.000,-26.1064135,28.1111129,81.0,10.0,11.0,10.0,34.0
348,Alexandra activation,2026-08-28T09:55:34.000,-26.1064139,28.1111124,81.0,11.0,12.0,11.0,34.0
349,Alexandra activation,2026-08-28T09:55:39.000,-26.1064244,28.1110711,81.0,11.0,12.0,12.0,34.0
350,Alexandra activation,2026-08-28T09:55:44.000,-26.1064509,28.1110131,81.0,9.0,10.0,9.0,34.0
351,Alexandra activation,2026-08-28T09:55:49.000,-26.1064719,28.1109676,81.0,8.0,10.0,9.0,34.0
352,Alexandra activation,2026-08-28T09:55:54.000,-26.106491,28.1109348,81.0,8.0,10.0,9.0,34.0
353,Alexandra activation,2026-08-28T09:55:59.000,-26.1065095,28.1108992,81.0,8.0,10.0,9.0,34.0
354,Alexandra activation,2026-08-28T09:56:04.000,-26.1065271,28.1108523,81.0,7.0,8.0,8.0,34.0
355,Alexandra activation,2026-08-28T09:56:09.000,-26.1065427,28.1108388,81.0,7.0,8.0,8.0,34.0
356,Alexandra activation,2026-08-28T09:56:14.000,-26.1065342,28.1108338,81.0,10.0,11.0,11.0,34.0
357,Alexandra activation,2026-08-28T09:56:19.000,-26.1065262,28.1108274,81.0,11.0,12.0,12.0,34.0
358,Alexandra activation,2026-08-28T09:56:24.000,-26.1065419,28.1108021,81.0,11.0,12.0,11.0,34.0
359,Alexandra activation,2026-08-28T09:56:29.000,-26.1065652,28.1107382,81.0,11.0,12.0,12.0,34.0
360,Alexandra activation,2026-08-28T09:56:34.000,-26.1065946,28.1107052,81.0,11.0,12.0,12.0,34.0
361,Alexandra activation,2026-08-28T09:56:39.000,-26.1065979,28.110711,81.0,12.0,13.0,13.0,34.0
362,Alexandra activation,2026-08-28T09:56:44.000,-26.10659,28.1107146,81.0,10.0,11.0,10.0,34.0
363,Alexandra activation,2026-08-28T09:56:49.000,-26.106589,28.1107145,81.0,8.0,9.0,9.0,33.0
364,Alexandra activation,2026-08-28T09:56:54.000,-26.1065896,28.1107144,81.0,8.0,10.0,9.0,33.0
365,Alexandra activation,2026-08-28T09:56:59.000,-26.1065902,28.1107141,81.0,10.0,11.0,10.0,33.0
366,Alexandra activation,2026-08-28T09:57:04.000,-26.1065903,28.1107136,81.0,10.0,11.0,11.0,33.0
367,Alexandra activation,2026-08-28T09:57:09.000,-26.1065905,28.1107134,81.0,10.0,11.0,10.0,33.0
368,Alexandra activation,2026-08-28T09:57:14.000,-26.1065907,28.1107138,81.0,9.0,10.0,9.0,33.0
369,Alexandra activation,2026-08-28T09:57:19.000,-26.1065908,28.110714,81.0,7.0,9.0,8.0,33.0
370,Alexandra activation,2026-08-28T09:57:24.000,-26.106591,28.1107151,81.0,7.0,8.0,8.0,34.0
371,Alexandra activation,2026-08-28T09:57:29.000,-26.1065867,28.1106787,81.0,7.0,8.0,8.0,34.0
372,Alexandra activation,2026-08-28T09:57:34.000,-26.1065875,28.1106772,81.0,8.0,9.0,9.0,34.0
373,Alexandra activation,2026-08-28T09:57:39.000,-26.1065903,28.1106787,81.0,8.0,10.0,9.0,33.0
374,Alexandra activation,2026-08-28T09:57:44.000,-26.1065914,28.1106788,81.0,8.0,9.0,9.0,33.0
375,Alexandra activation,2026-08-28T09:57:49.000,-26.1065911,28.1106789,81.0,7.0,9.0,8.0,33.0
376,Alexandra activation,2026-08-28T09:57:54.000,-26.1065912,28.1106785,81.0,6.0,7.0,7.0,33.0
377,Alexandra activation,2026-08-28T09:57:59.000,-26.1065916,28.1106778,81.0,6.0,8.0,7.0,33.0
378,Alexandra activation,2026-08-28T09:58:04.000,-26.1065921,28.1106793,81.0,9.0,10.0,9.0,33.0
379,Alexandra activation,2026-08-28T09:58:09.000,-26.1065917,28.110679,81.0,8.0,10.0,9.0,34.0
380,Alexandra activation,2026-08-28T09:58:14.000,-26.1065925,28.1106789,81.0,8.0,10.0,9.0,34.0
381,Alexandra activation,2026-08-28T09:58:19.000,-26.1065984,28.1106733,81.0,9.0,10.0,9.0,34.0
382,Alexandra activation,2026-08-28T09:58:24.000,-26.106602,28.1106698,81.0,7.0,8.0,8.0,34.0
383,Alexandra activation,2026-08-28T09:58:29.000,-26.1066027,28.1106684,81.0,7.0,9.0,8.0,34.0
384,Alexandra activation,2026-08-28T09:58:34.000,-26.1066039,28.1106671,81.0,7.0,8.0,8.0,34.0
385,Alexandra activation,2026-08-28T09:58:39.000,-26.1066062,28.1106666,82.0,8.0,9.0,9.0,34.0
386,Alexandra activation,2026-08-28T09:58:44.000,-26.1065976,28.1106678,82.0,7.0,8.0,8.0,35.0
387,Alexandra activation,2026-08-28T09:58:49.000,-26.1065849,28.1106651,82.0,7.0,8.0,8.0,34.0
388,Alexandra activation,2026-08-28T09:58:54.000,-26.1065829,28.1106673,82.0,8.0,9.0,9.0,34.0
389,Alexandra activation,2026-08-28T09:58:59.000,-26.1065826,28.1106668,82.0,10.0,11.0,11.0,34.0
390,Alexandra activation,2026-08-28T09:59:04.000,-26.1065823,28.1106662,82.0,11.0,12.0,11.0,33.0
391,Alexandra activation,2026-08-28T09:59:09.000,-26.1065828,28.1106661,82.0,9.0,10.0,10.0,33.0
392,Alexandra activation,2026-08-28T09:59:14.000,-26.106583,28.1106653,82.0,8.0,10.0,9.0,33.0
393,Alexandra activation,2026-08-28T09:59:19.000,-26.1065826,28.1106654,82.0,8.0,10.0,9.0,33.0
394,Alexandra activation,2026-08-28T09:59:24.000,-26.1065928,28.110663,82.0,8.0,10.0,9.0,32.0
395,Alexandra activation,2026-08-28T09:59:29.000,-26.1066055,28.1106584,82.0,12.0,13.0,13.0,32.0
396,Alexandra activation,2026-08-28T09:59:34.000,-26.1066093,28.1106564,82.0,11.0,12.0,12.0,32.0
397,Alexandra activation,2026-08-28T09:59:39.000,-26.1066104,28.1106553,82.0,10.0,11.0,10.0,32.0
398,Alexandra activation,2026-08-28T09:59:44.000,-26.106611,28.1106536,82.0,11.0,12.0,12.0,32.0
399,Alexandra activation,2026-08-28T09:59:49.000,-26.1066105,28.1106521,82.0,9.0,10.0,10.0,32.0
400,Alexandra activation,2026-08-28T09:59:54.000,-26.1066102,28.1106521,82.0,10.0,11.0,10.0,32.0
401,Alexandra activation,2026-08-28T09:59:59.000,-26.1066101,28.1106524,82.0,10.0,11.0,11.0,32.0
402,Alexandra activation,2026-08-28T10:00:04.000,-26.1066107,28.1106524,82.0,8.0,10.0,9.0,32.0
403,Alexandra activation,2026-08-28T10:00:09.000,-26.1066109,28.1106527,82.0,8.0,10.0,9.0,32.0
404,Alexandra activation,2026-08-28T10:00:14.000,-26.1066104,28.1106535,82.0,7.0,8.0,8.0,32.0
405,Alexandra activation,2026-08-28T10:00:19.000,-26.1066101,28.1106543,82.0,8.0,9.0,9.0,32.0
406,Alexandra activation,2026-08-28T10:00:24.000,-26.1066095,28.1106541,82.0,10.0,11.0,10.0,32.0
407,Alexandra activation,2026-08-28T10:00:29.000,-26.1066092,28.110654,82.0,10.0,12.0,11.0,32.0
408,Alexandra activation,2026-08-28T10:00:34.000,-26.106609,28.1106541,82.0,11.0,12.0,12.0,32.0
409,Alexandra activation,2026-08-28T10:00:39.000,-26.1066094,28.1106545,82.0,11.0,12.0,11.0,32.0
410,Alexandra activation,2026-08-28T10:00:44.000,-26.1066083,28.1106535,82.0,10.0,11.0,10.0,32.0
411,Alexandra activation,2026-08-28T10:00:49.000,-26.1066247,28.1106272,82.0,9.0,10.0,9.0,32.0
412,Alexandra activation,2026-08-28T10:00:54.000,-26.1066288,28.1106311,82.0,9.0,10.0,9.0,32.0
413,Alexandra activation,2026-08-28T10:00:59.000,-26.1066276,28.1106321,82.0,10.0,11.0,10.0,32.0
414,Alexandra activation,2026-08-28T10:01:04.000,-26.1066285,28.1106315,82.0,10.0,11.0,10.0,32.0
415,Alexandra activation,2026-08-28T10:01:09.000,-26.1066372,28.1106188,82.0,10.0,11.0,10.0,32.0
416,Alexandra activation,2026-08-28T10:01:14.000,-26.1066578,28.1105826,82.0,11.0,12.0,12.0,32.0
417,Alexandra activation,2026-08-28T10:01:19.000,-26.1066726,28.1105469,82.0,10.0,11.0,10.0,32.0
418,Alexandra activation,2026-08-28T10:01:24.000,-26.1066822,28.1105152,82.0,11.0,12.0,12.0,32.0
419,Alexandra activation,2026-08-28T10:01:29.000,-26.1066958,28.1104715,82.0,13.0,14.0,14.0,32.0
420,Alexandra activation,2026-08-28T10:01:34.000,-26.1067132,28.1104392,82.0,12.0,13.0,13.0,32.0
421,Alexandra activation,2026-08-28T10:01:39.000,-26.106732,28.1104092,82.0,11.0,12.0,12.0,32.0
422,Alexandra activation,2026-08-28T10:01:44.000,-26.1067393,28.110375,82.0,10.0,11.0,10.0,32.0
423,Alexandra activation,2026-08-28T10:01:49.000,-26.1067436,28.1103587,82.0,10.0,11.0,10.0,32.0
424,Alexandra activation,2026-08-28T10:01:54.000,-26.1067458,28.1103372,82.0,9.0,10.0,9.0,32.0
425,Alexandra activation,2026-08-28T10:01:59.000,-26.1067583,28.1103129,82.0,9.0,10.0,9.0,32.0
426,Alexandra activation,2026-08-28T10:02:04.000,-26.1067602,28.1102708,82.0,11.0,12.0,12.0,32.0
427,Alexandra activation,2026-08-28T10:02:09.000,-26.1067367,28.1102248,82.0,11.0,12.0,12.0,32.0
428,Alexandra activation,2026-08-28T10:02:14.000,-26.1067204,28.1101917,82.0,11.0,12.0,12.0,32.0
429,Alexandra activation,2026-08-28T10:02:19.000,-26.1066852,28.1101641,82.0,10.0,11.0,11.0,33.0
430,Alexandra activation,2026-08-28T10:02:24.000,-26.1066414,28.110156,82.0,10.0,11.0,11.0,33.0
431,Alexandra activation,2026-08-28T10:02:29.000,-26.1066059,28.1101301,82.0,9.0,10.0,9.0,33.0
432,Alexandra activation,2026-08-28T10:02:34.000,-26.1065692,28.1100968,82.0,10.0,11.0,10.0,33.0
433,Alexandra activation,2026-08-28T10:02:39.000,-26.1065421,28.1100607,82.0,10.0,11.0,10.0,32.0
434,Alexandra activation,2026-08-28T10:02:44.000,-26.1065046,28.1100638,82.0,10.0,11.0,11.0,32.0
435,Alexandra activation,2026-08-28T10:02:49.000,-26.1064783,28.1100362,82.0,10.0,11.0,10.0,33.0
436,Alexandra activation,2026-08-28T10:02:54.000,-26.10645,28.1100262,82.0,8.0,10.0,9.0,33.0
437,Alexandra activation,2026-08-28T10:02:59.000,-26.1064352,28.1099882,82.0,10.0,11.0,10.0,33.0
438,Alexandra activation,2026-08-28T10:03:04.000,-26.106402,28.1099753,82.0,8.0,10.0,9.0,33.0
439,Alexandra activation,2026-08-28T10:03:09.000,-26.1063849,28.1099473,82.0,10.0,11.0,10.0,33.0
440,Alexandra activation,2026-08-28T10:03:14.000,-26.1063516,28.1099285,82.0,9.0,11.0,10.0,33.0
441,Alexandra activation,2026-08-28T10:03:19.000,-26.1063149,28.1099011,82.0,9.0,11.0,10.0,33.0
442,Alexandra activation,2026-08-28T10:03:24.000,-26.1062915,28.1098921,83.0,8.0,10.0,9.0,33.0
443,Alexandra activation,2026-08-28T10:03:29.000,-26.1062724,28.1098583,83.0,10.0,11.0,11.0,33.0
444,Alexandra activation,2026-08-28T10:03:34.000,-26.106226,28.1098376,83.0,9.0,11.0,10.0,33.0
445,Alexandra activation,2026-08-28T10:03:39.000,-26.1061879,28.1097987,83.0,11.0,12.0,12.0,32.0
446,Alexandra activation,2026-08-28T10:03:44.000,-26.10616,28.1097682,83.0,9.0,11.0,10.0,32.0
447,Alexandra activation,2026-08-28T10:03:49.000,-26.1061308,28.1097464,83.0,10.0,11.0,10.0,32.0
448,Alexandra activation,2026-08-28T10:03:54.000,-26.1060943,28.1097222,83.0,9.0,10.0,9.0,32.0
449,Alexandra activation,2026-08-28T10:03:59.000,-26.1060637,28.1097259,83.0,10.0,11.0,10.0,32.0
450,Alexandra activation,2026-08-28T10:04:04.000,-26.1060327,28.1097085,83.0,8.0,10.0,9.0,32.0
451,Alexandra activation,2026-08-28T10:04:09.000,-26.1059889,28.1096629,83.0,9.0,10.0,9.0,32.0
452,Alexandra activation,2026-08-28T10:04:14.000,-26.1059567,28.1096326,83.0,8.0,10.0,9.0,32.0
453,Alexandra activation,2026-08-28T10:04:19.000,-26.1059214,28.1096191,83.0,8.0,10.0,9.0,32.0
454,Alexandra activation,2026-08-28T10:04:24.000,-26.1058808,28.1095841,83.0,8.0,10.0,9.0,32.0
455,Alexandra activation,2026-08-28T10:04:29.000,-26.1058503,28.1095824,83.0,9.0,11.0,10.0,32.0
456,Alexandra activation,2026-08-28T10:04:34.000,-26.1058102,28.1095722,83.0,9.0,11.0,10.0,32.0
457,Alexandra activation,2026-08-28T10:04:39.000,-26.1057723,28.1095379,83.0,12.0,13.0,13.0,32.0
458,Alexandra activation,2026-08-28T10:04:44.000,-26.1057262,28.1095139,83.0,13.0,14.0,14.0,33.0
459,Alexandra activation,2026-08-28T10:04:49.000,-26.1056916,28.1094772,83.0,13.0,14.0,14.0,33.0
460,Alexandra activation,2026-08-28T10:04:54.000,-26.105653,28.1094499,83.0,13.0,15.0,14.0,33.0
461,Alexandra activation,2026-08-28T10:04:59.000,-26.1056207,28.1094383,83.0,12.0,13.0,13.0,33.0
462,Alexandra activation,2026-08-28T10:05:04.000,-26.1055822,28.1094134,83.0,12.0,13.0,13.0,33.0
463,Alexandra activation,2026-08-28T10:05:09.000,-26.1055476,28.1093884,83.0,10.0,11.0,10.0,33.0
464,Alexandra activation,2026-08-28T10:05:14.000,-26.105513,28.1093603,83.0,11.0,12.0,11.0,33.0
465,Alexandra activation,2026-08-28T10:05:19.000,-26.1054886,28.1093182,83.0,10.0,11.0,11.0,33.0
466,Alexandra activation,2026-08-28T10:05:24.000,-26.1054654,28.1092853,83.0,12.0,13.0,13.0,33.0
467,Alexandra activation,2026-08-28T10:05:29.000,-26.1054406,28.1092531,83.0,13.0,15.0,14.0,33.0
468,Alexandra activation,2026-08-28T10:05:34.000,-26.1054279,28.109218,83.0,13.0,15.0,14.0,33.0
469,Alexandra activation,2026-08-28T10:05:39.000,-26.1054166,28.1091814,83.0,13.0,14.0,14.0,33.0
470,Alexandra activation,2026-08-28T10:05:44.000,-26.1054184,28.1091362,83.0,12.0,13.0,13.0,33.0
471,Alexandra activation,2026-08-28T10:05:49.000,-26.1054382,28.1091065,83.0,11.0,12.0,12.0,33.0
472,Alexandra activation,2026-08-28T10:05:54.000,-26.1054427,28.1090708,83.0,11.0,12.0,12.0,33.0
473,Alexandra activation,2026-08-28T10:05:59.000,-26.105447,28.1090326,83.0,12.0,13.0,13.0,33.0
474,Alexandra activation,2026-08-28T10:06:04.000,-26.1054507,28.1089882,83.0,12.0,14.0,13.0,33.0
475,Alexandra activation,2026-08-28T10:06:09.000,-26.1054595,28.1089548,83.0,19.0,22.0,20.0,33.0
476,Alexandra activation,2026-08-28T10:06:14.000,-26.1054826,28.108916,83.0,18.0,21.0,20.0,33.0
477,Alexandra activation,2026-08-28T10:06:19.000,-26.1054941,28.1088731,83.0,15.0,17.0,16.0,32.0
478,Alexandra activation,2026-08-28T10:06:24.000,-26.1055106,28.108822,83.0,17.0,20.0,18.0,32.0
479,Alexandra activation,2026-08-28T10:06:29.000,-26.1055263,28.1087886,83.0,29.0,46.0,32.0,32.0
480,Alexandra activation,2026-08-28T10:06:34.000,-26.1055326,28.108754,83.0,50.0,98.0,59.0,31.0
481,Alexandra activation,2026-08-28T10:06:39.000,-26.1055394,28.1087102,83.0,56.0,114.0,67.0,31.0
482,Alexandra activation,2026-08-28T10:06:44.000,-26.1055552,28.1086833,83.0,54.0,109.0,64.0,32.0
483,Alexandra activation,2026-08-28T10:06:49.000,-26.1055663,28.1086588,83.0,46.0,86.0,53.0,31.0
484,Alexandra activation,2026-08-28T10:06:54.000,-26.1055653,28.1086386,83.0,32.0,52.0,35.0,31.0
485,Alexandra activation,2026-08-28T10:06:59.000,-26.1055701,28.1086413,83.0,20.0,25.0,22.0,31.0
486,Alexandra activation,2026-08-28T10:07:04.000,-26.1055613,28.1086542,83.0,11.0,12.0,11.0,31.0
487,Alexandra activation,2026-08-28T10:07:09.000,-26.1055612,28.1086555,83.0,10.0,11.0,10.0,32.0
488,Alexandra activation,2026-08-28T10:07:14.000,-26.1055627,28.1086487,83.0,9.0,11.0,10.0,32.0
489,Alexandra activation,2026-08-28T10:07:19.000,-26.1055634,28.1086429,83.0,8.0,9.0,9.0,32.0
490,Alexandra activation,2026-08-28T10:07:24.000,-26.105577,28.1085648,83.0,7.0,9.0,8.0,32.0
491,Alexandra activation,2026-08-28T10:07:29.000,-26.1055972,28.1084856,83.0,8.0,10.0,9.0,31.0
492,Alexandra activation,2026-08-28T10:07:34.000,-26.1055975,28.1084461,83.0,10.0,11.0,10.0,31.0
493,Alexandra activation,2026-08-28T10:07:39.000,-26.105606,28.1084448,83.0,10.0,11.0,10.0,32.0
494,Alexandra activation,2026-08-28T10:07:44.000,-26.1055983,28.10845,83.0,10.0,11.0,10.0,32.0
495,Alexandra activation,2026-08-28T10:07:49.000,-26.1055954,28.1084514,83.0,8.0,10.0,9.0,32.0
496,Alexandra activation,2026-08-28T10:07:54.000,-26.1056019,28.10844,83.0,10.0,11.0,10.0,32.0
497,Alexandra activation,2026-08-28T10:07:59.000,-26.1056025,28.1084373,83.0,12.0,13.0,13.0,32.0
498,Alexandra activation,2026-08-28T10:08:04.000,-26.1056024,28.108436,83.0,12.0,13.0,13.0,32.0
499,Alexandra activation,2026-08-28T10:08:09.000,-26.105603,28.1084357,83.0,12.0,13.0,13.0,32.0
500,Alexandra activation,2026-08-28T10:08:14.000,-26.1056026,28.1084362,83.0,12.0,13.0,13.0,31.0
501,Alexandra activation,2026-08-28T10:08:19.000,-26.1056024,28.1084369,83.0,12.0,13.0,13.0,32.0
502,Alexandra activation,2026-08-28T10:08:24.000,-26.1056008,28.1084257,83.0,12.0,13.0,13.0,32.0
503,Alexandra activation,2026-08-28T10:08:29.000,-26.1055996,28.1084028,83.0,12.0,13.0,13.0,32.0
504,Alexandra activation,2026-08-28T10:08:34.000,-26.105615,28.1083553,83.0,11.0,12.0,12.0,32.0
505,Alexandra activation,2026-08-28T10:08:39.000,-26.1056226,28.1083002,83.0,10.0,11.0,10.0,32.0
506,Alexandra activation,2026-08-28T10:08:44.000,-26.1056334,28.1082603,83.0,10.0,11.0,10.0,32.0
507,Alexandra activation,2026-08-28T10:08:49.000,-26.1056367,28.1082377,82.0,10.0,11.0,10.0,32.0
508,Alexandra activation,2026-08-28T10:08:54.000,-26.1056354,28.1082112,82.0,10.0,11.0,11.0,32.0
509,Alexandra activation,2026-08-28T10:08:59.000,-26.1056465,28.1081929,83.0,10.0,11.0,10.0,32.0
510,Alexandra activation,2026-08-28T10:09:04.000,-26.1056545,28.108174,82.0,10.0,11.0,11.0,32.0
511,Alexandra activation,2026-08-28T10:09:09.000,-26.105668,28.1081445,82.0,11.0,12.0,12.0,32.0
512,Alexandra activation,2026-08-28T10:09:14.000,-26.105677,28.1081089,82.0,10.0,11.0,10.0,32.0
513,Alexandra activation,2026-08-28T10:09:19.000,-26.1056749,28.1080896,82.0,11.0,12.0,12.0,32.0
514,Alexandra activation,2026-08-28T10:09:24.000,-26.1056857,28.1080521,82.0,11.0,12.0,11.0,32.0
515,Alexandra activation,2026-08-28T10:09:29.000,-26.1056849,28.1080347,82.0,11.0,12.0,11.0,32.0
516,Alexandra activation,2026-08-28T10:09:34.000,-26.1056882,28.1080199,82.0,10.0,11.0,11.0,32.0
517,Alexandra activation,2026-08-28T10:09:39.000,-26.1056883,28.1079774,82.0,9.0,11.0,10.0,32.0
518,Alexandra activation,2026-08-28T10:09:44.000,-26.1056905,28.1079355,82.0,10.0,11.0,10.0,32.0
519,Alexandra activation,2026-08-28T10:09:49.000,-26.1057114,28.1078946,82.0,10.0,11.0,11.0,32.0
520,Alexandra activation,2026-08-28T10:09:54.000,-26.1057232,28.1078564,82.0,11.0,12.0,12.0,32.0
521,Alexandra activation,2026-08-28T10:09:59.000,-26.1057264,28.1078227,82.0,11.0,12.0,12.0,32.0
522,Alexandra activation,2026-08-28T10:10:04.000,-26.1057384,28.1077914,83.0,11.0,12.0,12.0,32.0
523,Alexandra activation,2026-08-28T10:10:09.000,-26.1057566,28.1077583,83.0,11.0,12.0,11.0,32.0
524,Alexandra activation,2026-08-28T10:10:14.000,-26.105774,28.1077015,83.0,13.0,15.0,14.0,32.0
525,Alexandra activation,2026-08-28T10:10:19.000,-26.1057958,28.1076553,83.0,21.0,27.0,23.0,33.0
526,Alexandra activation,2026-08-28T10:10:24.000,-26.1058149,28.1076075,83.0,28.0,43.0,31.0,33.0
527,Alexandra activation,2026-08-28T10:10:29.000,-26.1058264,28.1075589,83.0,27.0,39.0,29.0,33.0
528,Alexandra activation,2026-08-28T10:10:34.000,-26.1058149,28.1075183,83.0,17.0,21.0,19.0,33.0
529,Alexandra activation,2026-08-28T10:10:39.000,-26.105858,28.1074561,83.0,11.0,12.0,12.0,32.0
530,Alexandra activation,2026-08-28T10:10:44.000,-26.1058785,28.1074224,83.0,11.0,13.0,12.0,32.0
531,Alexandra activation,2026-08-28T10:10:49.000,-26.1058853,28.1073849,83.0,11.0,12.0,12.0,32.0
532,Alexandra activation,2026-08-28T10:10:54.000,-26.1058917,28.1073527,83.0,16.0,18.0,17.0,32.0
533,Alexandra activation,2026-08-28T10:10:59.000,-26.1058948,28.1072749,83.0,26.0,39.0,29.0,32.0
534,Alexandra activation,2026-08-28T10:11:04.000,-26.1058931,28.107245,83.0,33.0,55.0,37.0,32.0
535,Alexandra activation,2026-08-28T10:11:09.000,-26.1058867,28.107224,83.0,37.0,63.0,41.0,32.0
536,Alexandra activation,2026-08-28T10:11:14.000,-26.1058917,28.1071888,83.0,33.0,55.0,37.0,32.0
537,Alexandra activation,2026-08-28T10:11:19.000,-26.1058984,28.1071459,83.0,31.0,50.0,34.0,32.0
538,Alexandra activation,2026-08-28T10:11:24.000,-26.1059131,28.1071002,83.0,30.0,47.0,33.0,32.0
539,Alexandra activation,2026-08-28T10:11:29.000,-26.1059139,28.1070403,83.0,27.0,39.0,29.0,32.0
540,Alexandra activation,2026-08-28T10:11:34.000,-26.1059397,28.1070056,83.0,29.0,44.0,31.0,32.0
541,Alexandra activation,2026-08-28T10:11:39.000,-26.1059552,28.10698,83.0,32.0,53.0,36.0,33.0
542,Alexandra activation,2026-08-28T10:11:44.000,-26.1059699,28.106941,83.0,28.0,43.0,31.0,33.0
543,Alexandra activation,2026-08-28T10:11:49.000,-26.1059645,28.1069306,83.0,22.0,30.0,24.0,32.0
544,Alexandra activation,2026-08-28T10:11:54.000,-26.1059596,28.106943,83.0,21.0,27.0,23.0,32.0
545,Alexandra activation,2026-08-28T10:11:59.000,-26.1059538,28.1069468,83.0,20.0,24.0,22.0,32.0
546,Alexandra activation,2026-08-28T10:12:04.000,-26.1059533,28.1069487,83.0,17.0,19.0,18.0,32.0
547,Alexandra activation,2026-08-28T10:12:09.000,-26.1059536,28.1069484,83.0,15.0,17.0,16.0,32.0
