"session_id","latitude","longitude","time","pm2_5","pm10","pm1","rh","f","pm2_5_airquality"
1968065,"6.5751686","3.3954725","2026-07-07 14:34:33","13","13","12","90","82","Moderate"
1968065,"6.5751677","3.3954592","2026-07-07 14:34:34","10","11","10","90","82","Good"
1968065,"6.575167","3.3954525","2026-07-07 14:34:35","10","11","10","90","82","Good"
1968065,"6.5751677","3.3954504","2026-07-07 14:34:36","12","12","11","90","82","Good"
1968065,"6.5751677","3.3954504","2026-07-07 14:34:37","12","12","11","90","82","Good"
1968065,"6.575168","3.3954513","2026-07-07 14:34:38","12","12","11","90","82","Good"
1968065,"6.5751686","3.3954527","2026-07-07 14:34:39","12","12","11","90","82","Good"
1968065,"6.575163","3.3954437","2026-07-07 14:34:40","12","12","11","90","82","Good"
1968065,"6.5751605","3.3954403","2026-07-07 14:34:41","13","13","12","90","82","Moderate"
1968065,"6.575159","3.395439","2026-07-07 14:34:42","12","12","11","90","82","Good"
1968065,"6.57516","3.39544","2026-07-07 14:34:43","12","12","11","90","82","Good"
1968065,"6.575161","3.395442","2026-07-07 14:34:44","12","12","11","90","82","Good"
1968065,"6.5751514","3.3954298","2026-07-07 14:34:45","12","12","11","90","82","Good"
1968065,"6.5751457","3.3954227","2026-07-07 14:34:46","12","12","11","90","82","Good"
1968065,"6.5751433","3.3954203","2026-07-07 14:34:47","12","12","11","90","82","Good"
1968065,"6.575143","3.3954208","2026-07-07 14:34:48","13","13","12","90","82","Moderate"
1968065,"6.5751443","3.3954227","2026-07-07 14:34:49","13","13","12","90","82","Moderate"
1968065,"6.5751457","3.3954248","2026-07-07 14:34:50","14","14","13","90","82","Moderate"
1968065,"6.575136","3.3954074","2026-07-07 14:34:51","14","14","13","90","82","Moderate"
1968065,"6.5751386","3.3954127","2026-07-07 14:34:52","13","13","12","90","82","Moderate"
1968065,"6.5751424","3.3954206","2026-07-07 14:34:53","13","13","12","90","82","Moderate"
1968065,"6.575144","3.3954263","2026-07-07 14:34:54","13","13","12","90","82","Moderate"
1968065,"6.575145","3.39543","2026-07-07 14:34:55","13","13","12","90","82","Moderate"
1968065,"6.575151","3.3954444","2026-07-07 14:34:56","12","12","11","90","82","Good"
1968065,"6.5751567","3.3954492","2026-07-07 14:34:57","13","13","12","90","82","Moderate"
1968065,"6.575164","3.3954608","2026-07-07 14:34:58","12","12","11","90","82","Good"
1968065,"6.5751705","3.3954706","2026-07-07 14:34:59","12","12","11","90","82","Good"
1968065,"6.575175","3.3954773","2026-07-07 14:35:00","12","12","11","90","82","Good"
