,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:0cb815a920b8,AirBeam3:0cb815a920b8,AirBeam3:0cb815a920b8,AirBeam3:0cb815a920b8,AirBeam3:0cb815a920b8
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
382,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:37.000,-25.751272382,28.257474848,66.0,30.0,47.0,33.0,52.0
383,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:38.000,-25.751271968,28.257475174,66.0,33.0,54.0,36.0,52.0
384,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:39.000,-25.751271968,28.257475174,66.0,33.0,54.0,36.0,52.0
385,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:40.000,-25.751271968,28.257475174,66.0,30.0,47.0,33.0,52.0
386,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:41.000,-25.751271968,28.257475174,66.0,35.0,60.0,39.0,52.0
387,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:42.000,-25.751271968,28.257475174,66.0,35.0,60.0,39.0,52.0
388,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:43.000,-25.751271968,28.257475174,66.0,35.0,60.0,39.0,52.0
389,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:44.000,-25.751268614,28.257478154,66.0,33.0,54.0,36.0,52.0
390,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:45.000,-25.751265099,28.257478214,66.0,33.0,54.0,36.0,52.0
391,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:46.000,-25.751262917,28.257476458,66.0,33.0,54.0,36.0,52.0
392,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:47.000,-25.751262305,28.257475854,66.0,33.0,54.0,36.0,53.0
393,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:48.000,-25.751261397,28.257475156,66.0,30.0,47.0,33.0,53.0
394,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:49.000,-25.751261243,28.257475349,66.0,30.0,47.0,33.0,53.0
395,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:50.000,-25.751257347,28.257474369,66.0,30.0,47.0,33.0,53.0
396,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:51.000,-25.751256767,28.257470347,66.0,29.0,45.0,32.0,53.0
397,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:52.000,-25.751253306,28.257471713,66.0,30.0,47.0,33.0,53.0
398,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:53.000,-25.751252218,28.257472278,66.0,30.0,47.0,33.0,53.0
399,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:54.000,-25.751251441,28.257474543,66.0,30.0,47.0,33.0,53.0
400,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:55.000,-25.751249902,28.257475741,66.0,30.0,47.0,33.0,53.0
401,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:56.000,-25.751249398,28.257476993,66.0,30.0,47.0,33.0,53.0
402,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:57.000,-25.751249797,28.257478382,66.0,28.0,42.0,30.0,53.0
403,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:58.000,-25.751248538,28.257479031,66.0,28.0,42.0,30.0,53.0
404,Africa Clean Air Forum Pretoria Run,2026-07-13T07:22:59.000,-25.751248951,28.257480059,66.0,30.0,47.0,33.0,53.0
405,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:00.000,-25.751248047,28.257480611,66.0,33.0,54.0,36.0,53.0
406,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:01.000,-25.751247491,28.257479782,66.0,30.0,47.0,33.0,53.0
407,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:02.000,-25.751246997,28.257478875,66.0,28.0,42.0,30.0,53.0
408,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:03.000,-25.751246263,28.257478483,66.0,28.0,42.0,30.0,53.0
409,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:04.000,-25.75124446,28.257479847,66.0,30.0,47.0,33.0,53.0
410,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:05.000,-25.751243967,28.25748016,66.0,28.0,42.0,30.0,53.0
411,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:06.000,-25.751243886,28.257480267,66.0,28.0,42.0,30.0,53.0
412,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:07.000,-25.751244224,28.257481184,66.0,26.0,37.0,28.0,53.0
413,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:08.000,-25.751243948,28.257481253,66.0,26.0,37.0,28.0,53.0
414,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:09.000,-25.751244878,28.257481932,66.0,28.0,42.0,30.0,53.0
415,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:10.000,-25.751244583,28.257482796,66.0,30.0,47.0,33.0,53.0
416,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:11.000,-25.751244258,28.257483384,66.0,33.0,54.0,36.0,53.0
417,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:12.000,-25.751244307,28.257484443,66.0,33.0,54.0,36.0,53.0
418,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:13.000,-25.751243635,28.257484675,66.0,33.0,54.0,36.0,53.0
419,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:14.000,-25.751242507,28.257486457,66.0,33.0,54.0,36.0,53.0
420,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:15.000,-25.751242423,28.25748637,66.0,33.0,54.0,36.0,53.0
421,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:16.000,-25.751242234,28.257486633,66.0,33.0,54.0,36.0,53.0
422,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:17.000,-25.751242234,28.257486633,66.0,33.0,54.0,36.0,53.0
423,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:18.000,-25.751240126,28.257489793,66.0,33.0,54.0,36.0,53.0
424,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:19.000,-25.751239864,28.25749028,66.0,33.0,54.0,36.0,53.0
425,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:20.000,-25.751239034,28.257491677,66.0,33.0,54.0,36.0,53.0
426,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:21.000,-25.751239811,28.257491797,66.0,33.0,54.0,36.0,53.0
427,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:22.000,-25.751239811,28.257493285,66.0,33.0,54.0,36.0,53.0
428,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:23.000,-25.751241028,28.257493264,66.0,33.0,54.0,36.0,53.0
429,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:24.000,-25.751241583,28.25749473,66.0,30.0,47.0,33.0,53.0
430,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:25.000,-25.751241972,28.257495504,66.0,30.0,47.0,33.0,53.0
431,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:26.000,-25.751241356,28.257495129,66.0,33.0,54.0,36.0,53.0
432,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:27.000,-25.751241294,28.257495493,66.0,33.0,54.0,36.0,53.0
433,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:28.000,-25.75124242,28.257494017,66.0,33.0,54.0,36.0,53.0
434,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:29.000,-25.751242609,28.257495373,66.0,33.0,54.0,36.0,53.0
435,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:30.000,-25.751243105,28.257493843,66.0,30.0,47.0,33.0,53.0
436,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:31.000,-25.751244027,28.257492207,66.0,30.0,47.0,33.0,53.0
437,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:32.000,-25.751243621,28.25749193,66.0,30.0,47.0,33.0,53.0
438,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:33.000,-25.751244267,28.25748935,66.0,28.0,42.0,30.0,53.0
439,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:34.000,-25.751244744,28.257491253,66.0,33.0,54.0,36.0,53.0
440,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:35.000,-25.751245561,28.257491318,66.0,33.0,54.0,36.0,53.0
441,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:36.000,-25.751245446,28.257491417,66.0,33.0,54.0,36.0,53.0
442,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:37.000,-25.751246892,28.25749226,66.0,33.0,54.0,36.0,53.0
443,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:38.000,-25.751246892,28.25749226,66.0,33.0,54.0,36.0,53.0
444,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:39.000,-25.751249341,28.257492383,66.0,33.0,54.0,36.0,53.0
445,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:40.000,-25.751249945,28.257492932,66.0,30.0,47.0,33.0,53.0
446,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:41.000,-25.751250571,28.257492716,66.0,30.0,47.0,33.0,53.0
447,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:42.000,-25.751250571,28.257492716,66.0,30.0,47.0,33.0,53.0
448,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:43.000,-25.751250571,28.257492716,66.0,30.0,47.0,33.0,53.0
449,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:44.000,-25.751250571,28.257492716,67.0,30.0,47.0,33.0,53.0
450,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:45.000,-25.751250571,28.257492716,67.0,30.0,47.0,33.0,53.0
451,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:46.000,-25.751250571,28.257492716,66.0,30.0,47.0,33.0,53.0
452,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:47.000,-25.751250571,28.257492716,67.0,30.0,47.0,33.0,53.0
453,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:48.000,-25.751250571,28.257492716,66.0,30.0,47.0,33.0,53.0
454,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:49.000,-25.751250571,28.257492716,67.0,30.0,47.0,33.0,54.0
455,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:50.000,-25.751254491,28.257496741,67.0,29.0,45.0,32.0,54.0
456,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:51.000,-25.751254387,28.257496969,67.0,28.0,42.0,30.0,54.0
457,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:52.000,-25.751252884,28.257495652,67.0,28.0,42.0,30.0,53.0
458,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:53.000,-25.751252077,28.257495449,67.0,33.0,54.0,36.0,53.0
459,Africa Clean Air Forum Pretoria Run,2026-07-13T07:23:54.000,-25.751251694,28.257492928,67.0,33.0,54.0,36.0,53.0
