,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:0cb815a920b8,AirBeam3:0cb815a920b8,AirBeam3:0cb815a920b8,AirBeam3:0cb815a920b8,AirBeam3:0cb815a920b8
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:35.000,-25.751335675,28.260789016,66.0,31.0,49.0,34.0,55.0
2,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:36.000,-25.751335675,28.260789016,68.0,31.0,49.0,34.0,52.0
3,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:37.000,-25.751333199,28.260791098,68.0,38.0,66.0,43.0,52.0
4,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:38.000,-25.751333199,28.260791098,68.0,38.0,66.0,43.0,52.0
5,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:39.000,-25.751335267,28.260789744,68.0,40.0,73.0,46.0,52.0
6,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:40.000,-25.751335267,28.260789744,68.0,40.0,73.0,46.0,52.0
7,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:41.000,-25.751337827,28.260787323,68.0,40.0,73.0,46.0,52.0
8,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:42.000,-25.751337827,28.260787323,68.0,40.0,73.0,46.0,52.0
9,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:43.000,-25.751339489,28.260786041,68.0,40.0,73.0,46.0,52.0
10,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:44.000,-25.751339489,28.260786041,68.0,38.0,66.0,43.0,52.0
11,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:53.000,-25.751343473,28.260784939,68.0,30.0,47.0,33.0,52.0
12,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:55.000,-25.751343711,28.2607853,68.0,37.0,63.0,41.0,52.0
13,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:57.000,-25.751343548,28.260785385,68.0,40.0,73.0,46.0,52.0
14,Africa Clean Air Forum Pretoria Run,2026-07-13T07:15:58.000,-25.751346634,28.260785198,68.0,38.0,66.0,43.0,52.0
15,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:00.000,-25.751347044,28.260784562,68.0,35.0,60.0,39.0,52.0
16,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:02.000,-25.751347713,28.260783415,68.0,26.0,37.0,28.0,52.0
17,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:04.000,-25.751348157,28.260782978,68.0,28.0,42.0,30.0,52.0
18,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:06.000,-25.751350032,28.260781942,68.0,28.0,42.0,30.0,52.0
19,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:08.000,-25.751349865,28.260780593,68.0,30.0,47.0,33.0,52.0
20,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:10.000,-25.751350223,28.260779731,68.0,33.0,54.0,36.0,52.0
21,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:12.000,-25.751349831,28.260777568,68.0,35.0,60.0,39.0,52.0
22,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:13.000,-25.751352987,28.260773709,68.0,35.0,60.0,39.0,52.0
23,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:15.000,-25.751359121,28.260774177,68.0,37.0,63.0,41.0,52.0
24,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:17.000,-25.751364857,28.260772244,68.0,38.0,66.0,43.0,52.0
25,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:19.000,-25.751365696,28.260771526,68.0,40.0,73.0,46.0,52.0
26,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:21.000,-25.75136594,28.260772769,68.0,38.0,66.0,43.0,52.0
27,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:22.000,-25.751364647,28.260774814,68.0,38.0,66.0,43.0,52.0
28,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:23.000,-25.751364935,28.26077664,68.0,38.0,66.0,43.0,52.0
29,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:24.000,-25.751366053,28.260775819,68.0,38.0,66.0,43.0,52.0
30,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:25.000,-25.751368666,28.260776577,68.0,38.0,66.0,43.0,52.0
31,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:27.000,-25.751375058,28.260766713,68.0,38.0,66.0,43.0,52.0
32,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:28.000,-25.75138655,28.260766097,68.0,38.0,66.0,43.0,52.0
33,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:30.000,-25.7513935,28.260771834,68.0,38.0,66.0,43.0,52.0
34,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:32.000,-25.751392987,28.260769975,68.0,38.0,66.0,43.0,51.0
35,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:34.000,-25.751392632,28.260769731,68.0,38.0,66.0,43.0,52.0
36,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:36.000,-25.751391264,28.260768515,68.0,38.0,66.0,43.0,52.0
37,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:38.000,-25.751390769,28.260767832,68.0,40.0,73.0,46.0,52.0
38,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:40.000,-25.751390945,28.260770799,68.0,38.0,66.0,43.0,52.0
39,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:42.000,-25.751393366,28.260778101,68.0,35.0,60.0,39.0,52.0
40,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:43.000,-25.751396918,28.260785552,68.0,37.0,63.0,41.0,52.0
41,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:45.000,-25.751394725,28.260778834,68.0,35.0,60.0,39.0,52.0
42,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:47.000,-25.751395849,28.260773078,68.0,38.0,66.0,43.0,52.0
43,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:49.000,-25.751392763,28.260757088,68.0,38.0,66.0,43.0,52.0
44,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:51.000,-25.751376668,28.26074622,68.0,37.0,63.0,41.0,52.0
45,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:53.000,-25.751351636,28.260730991,68.0,40.0,73.0,46.0,52.0
46,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:55.000,-25.751353872,28.260696615,68.0,40.0,73.0,46.0,52.0
47,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:57.000,-25.751354092,28.260658093,68.0,43.0,79.0,49.0,52.0
48,Africa Clean Air Forum Pretoria Run,2026-07-13T07:16:58.000,-25.751354953,28.260643808,68.0,45.0,85.0,52.0,52.0
49,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:00.000,-25.751357679,28.260612866,68.0,45.0,85.0,52.0,52.0
50,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:02.000,-25.751356555,28.260591674,68.0,40.0,73.0,46.0,52.0
51,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:04.000,-25.751361796,28.260564215,68.0,38.0,66.0,43.0,52.0
52,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:06.000,-25.751365968,28.260538017,68.0,40.0,73.0,46.0,52.0
53,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:08.000,-25.751369059,28.260525458,68.0,40.0,73.0,46.0,52.0
54,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:10.000,-25.751372452,28.26051416,68.0,40.0,,,
55,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:10.000,-25.751371248,28.260511,,,66.0,,
56,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:10.000,-25.751372452,28.26051416,,,,46.0,52.0
57,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:12.000,-25.751367327,28.260509781,68.0,38.0,66.0,43.0,52.0
58,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:13.000,-25.751359935,28.260506534,68.0,,,,
59,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:13.000,-25.751362713,28.260509915,,40.0,,,
60,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:13.000,-25.751359935,28.260506534,,,73.0,,
61,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:13.000,-25.751362713,28.260509915,,,,46.0,
62,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:13.000,-25.751359935,28.260506534,,,,,52.0
63,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:15.000,-25.751358539,28.260486488,68.0,40.0,73.0,46.0,52.0
64,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:17.000,-25.751358338,28.260473638,68.0,,,,
65,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:17.000,-25.75136016,28.260454881,,38.0,,,
66,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:17.000,-25.751358338,28.260473638,,,73.0,46.0,
67,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:17.000,-25.75136016,28.260454881,,,,,52.0
68,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:19.000,-25.751360477,28.260441846,68.0,38.0,66.0,43.0,52.0
69,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:21.000,-25.751357339,28.260407318,68.0,38.0,66.0,43.0,52.0
70,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:23.000,-25.75134945,28.260388569,68.0,40.0,73.0,46.0,52.0
71,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:25.000,-25.751340353,28.260363451,68.0,38.0,66.0,43.0,52.0
72,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:27.000,-25.751333737,28.260332959,68.0,40.0,73.0,46.0,52.0
73,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:28.000,-25.751331888,28.26031793,68.0,40.0,73.0,46.0,52.0
74,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:29.000,-25.751326276,28.260293655,68.0,41.0,76.0,47.0,52.0
75,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:30.000,-25.751317267,28.260268287,68.0,43.0,79.0,49.0,52.0
76,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:31.000,-25.751317267,28.260268287,68.0,43.0,79.0,49.0,52.0
77,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:32.000,-25.751316634,28.260255566,67.0,40.0,73.0,46.0,52.0
78,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:33.000,-25.751315955,28.260242739,67.0,43.0,79.0,49.0,52.0
79,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:34.000,-25.751314946,28.26021505,67.0,40.0,73.0,46.0,52.0
80,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:35.000,-25.751314946,28.26021505,68.0,40.0,73.0,46.0,52.0
81,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:36.000,-25.751310479,28.260184084,67.0,40.0,73.0,46.0,52.0
82,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:37.000,-25.751310479,28.260184084,67.0,40.0,73.0,46.0,52.0
83,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:38.000,-25.751311851,28.260158426,67.0,40.0,73.0,46.0,52.0
84,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:39.000,-25.751311851,28.260158426,67.0,40.0,73.0,46.0,52.0
85,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:40.000,-25.751308403,28.26012767,67.0,39.0,69.0,44.0,52.0
86,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:41.000,-25.751308403,28.26012767,67.0,38.0,66.0,43.0,52.0
87,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:42.000,-25.751310671,28.260097855,67.0,40.0,73.0,46.0,52.0
88,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:43.000,-25.751310363,28.260084199,67.0,40.0,73.0,46.0,52.0
89,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:44.000,-25.751310363,28.260084199,67.0,38.0,66.0,43.0,52.0
90,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:45.000,-25.751307379,28.260068613,67.0,38.0,66.0,43.0,52.0
91,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:46.000,-25.751307379,28.260068613,67.0,38.0,66.0,43.0,52.0
92,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:47.000,-25.751306546,28.260044255,67.0,38.0,66.0,43.0,52.0
93,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:48.000,-25.751306546,28.260044255,67.0,38.0,66.0,43.0,52.0
94,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:49.000,-25.751305599,28.260021548,67.0,38.0,66.0,43.0,52.0
95,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:50.000,-25.751305599,28.260021548,67.0,38.0,66.0,43.0,52.0
96,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:51.000,-25.751304606,28.260000575,67.0,38.0,66.0,43.0,52.0
97,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:52.000,-25.751304606,28.260000575,67.0,38.0,66.0,43.0,52.0
98,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:53.000,-25.751305076,28.259981536,67.0,38.0,66.0,43.0,52.0
99,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:54.000,-25.751305076,28.259981536,67.0,38.0,66.0,43.0,52.0
100,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:55.000,-25.751302852,28.259957169,67.0,38.0,66.0,43.0,52.0
101,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:56.000,-25.751302852,28.259957169,67.0,38.0,66.0,43.0,52.0
102,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:57.000,-25.751304788,28.259933099,67.0,38.0,66.0,43.0,52.0
103,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:58.000,-25.751304788,28.259933099,67.0,38.0,66.0,43.0,52.0
104,Africa Clean Air Forum Pretoria Run,2026-07-13T07:17:59.000,-25.751306465,28.259921512,67.0,38.0,66.0,43.0,52.0
105,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:00.000,-25.751306262,28.259902508,67.0,38.0,66.0,43.0,52.0
106,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:01.000,-25.751306262,28.259902508,67.0,38.0,66.0,43.0,52.0
107,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:02.000,-25.751306786,28.259882146,67.0,38.0,66.0,43.0,52.0
108,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:03.000,-25.751306786,28.259882146,67.0,38.0,66.0,43.0,52.0
109,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:04.000,-25.751303153,28.259862078,67.0,38.0,66.0,43.0,52.0
110,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:05.000,-25.751303153,28.259862078,67.0,38.0,66.0,43.0,52.0
111,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:06.000,-25.751303623,28.259841298,67.0,38.0,66.0,43.0,52.0
112,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:07.000,-25.751303623,28.259841298,67.0,38.0,66.0,43.0,52.0
113,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:08.000,-25.751302741,28.259820143,67.0,40.0,73.0,46.0,52.0
114,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:09.000,-25.751302741,28.259820143,67.0,39.0,69.0,44.0,52.0
115,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:10.000,-25.75130067,28.259800226,67.0,38.0,66.0,43.0,52.0
116,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:11.000,-25.75130067,28.259800226,67.0,35.0,60.0,39.0,52.0
117,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:12.000,-25.751298929,28.259782928,67.0,35.0,60.0,39.0,52.0
118,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:13.000,-25.751298987,28.259771611,67.0,35.0,60.0,39.0,52.0
119,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:14.000,-25.751298987,28.259771611,67.0,35.0,60.0,39.0,52.0
120,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:15.000,-25.751294693,28.259754053,67.0,35.0,60.0,39.0,52.0
121,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:16.000,-25.751294693,28.259754053,67.0,35.0,60.0,39.0,52.0
122,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:17.000,-25.751296183,28.259734736,67.0,35.0,60.0,39.0,52.0
123,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:18.000,-25.751296183,28.259734736,67.0,35.0,60.0,39.0,52.0
124,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:19.000,-25.75129562,28.259716142,67.0,35.0,60.0,39.0,52.0
125,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:20.000,-25.75129562,28.259716142,67.0,35.0,60.0,39.0,52.0
126,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:21.000,-25.751295521,28.259694573,67.0,38.0,66.0,43.0,53.0
127,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:22.000,-25.751295521,28.259694573,67.0,38.0,66.0,43.0,53.0
128,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:23.000,-25.751299232,28.25967492,67.0,38.0,66.0,43.0,53.0
129,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:24.000,-25.751299232,28.25967492,67.0,38.0,66.0,43.0,53.0
130,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:25.000,-25.75130175,28.259651076,67.0,38.0,66.0,43.0,53.0
131,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:26.000,-25.75130175,28.259651076,67.0,35.0,60.0,39.0,53.0
132,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:27.000,-25.75130576,28.25962866,67.0,35.0,60.0,39.0,53.0
133,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:28.000,-25.75130593,28.259616103,67.0,40.0,73.0,46.0,53.0
134,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:29.000,-25.75130593,28.259616103,67.0,40.0,73.0,46.0,53.0
135,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:30.000,-25.751304137,28.259594372,67.0,40.0,73.0,46.0,53.0
136,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:31.000,-25.751304137,28.259594372,67.0,40.0,73.0,46.0,53.0
137,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:32.000,-25.751304316,28.259574392,67.0,43.0,79.0,49.0,53.0
138,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:33.000,-25.751304316,28.259574392,67.0,43.0,79.0,49.0,53.0
139,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:34.000,-25.751303897,28.259554838,67.0,43.0,79.0,49.0,53.0
140,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:35.000,-25.751303897,28.259554838,67.0,43.0,79.0,49.0,53.0
141,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:36.000,-25.75130548,28.259530409,67.0,43.0,79.0,49.0,53.0
142,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:37.000,-25.751303393,28.259516372,67.0,45.0,85.0,52.0,53.0
143,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:38.000,-25.75129748,28.259500673,67.0,45.0,85.0,52.0,53.0
144,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:39.000,-25.75129748,28.259500673,67.0,43.0,79.0,49.0,53.0
145,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:40.000,-25.751295487,28.259494219,67.0,43.0,79.0,49.0,53.0
146,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:41.000,-25.751292876,28.259501237,67.0,43.0,79.0,49.0,53.0
147,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:42.000,-25.751290347,28.259507808,67.0,43.0,79.0,49.0,53.0
148,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:43.000,-25.751286453,28.259514482,67.0,43.0,79.0,49.0,53.0
149,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:44.000,-25.751286453,28.259514482,67.0,40.0,73.0,46.0,53.0
150,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:45.000,-25.75128479,28.259524109,67.0,40.0,73.0,46.0,53.0
151,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:46.000,-25.751281929,28.259524153,67.0,38.0,66.0,43.0,53.0
152,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:47.000,-25.751280364,28.259526784,67.0,38.0,66.0,43.0,53.0
153,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:48.000,-25.751280364,28.259526784,67.0,38.0,66.0,43.0,53.0
154,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:49.000,-25.751278161,28.259523904,67.0,38.0,66.0,43.0,53.0
155,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:50.000,-25.75127828,28.259517575,67.0,38.0,66.0,43.0,53.0
156,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:51.000,-25.751278369,28.259504702,67.0,38.0,66.0,43.0,53.0
157,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:52.000,-25.751281075,28.259490275,67.0,35.0,60.0,39.0,53.0
158,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:53.000,-25.751283554,28.25947796,67.0,38.0,66.0,43.0,53.0
159,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:54.000,-25.751283554,28.25947796,67.0,38.0,66.0,43.0,53.0
160,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:55.000,-25.751289087,28.259461582,67.0,40.0,73.0,46.0,53.0
161,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:56.000,-25.751288009,28.259458229,67.0,43.0,79.0,49.0,53.0
162,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:57.000,-25.75129352,28.259443089,67.0,43.0,79.0,49.0,53.0
163,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:58.000,-25.75129473,28.259435146,67.0,38.0,66.0,43.0,53.0
164,Africa Clean Air Forum Pretoria Run,2026-07-13T07:18:59.000,-25.75129473,28.259435146,67.0,37.0,63.0,41.0,53.0
165,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:00.000,-25.751293225,28.259433643,67.0,38.0,66.0,43.0,53.0
166,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:01.000,-25.751293961,28.259430377,67.0,40.0,73.0,46.0,53.0
167,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:02.000,-25.751297817,28.259417822,67.0,40.0,73.0,46.0,53.0
168,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:03.000,-25.751302338,28.259403752,67.0,38.0,66.0,43.0,53.0
169,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:04.000,-25.751299048,28.259387989,67.0,38.0,66.0,43.0,53.0
170,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:05.000,-25.751297432,28.259379481,67.0,38.0,66.0,43.0,53.0
171,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:06.000,-25.751299497,28.259367675,67.0,35.0,60.0,39.0,53.0
172,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:07.000,-25.75129923,28.259357728,67.0,38.0,66.0,43.0,53.0
173,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:08.000,-25.751299838,28.259347627,67.0,38.0,66.0,43.0,53.0
174,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:09.000,-25.751302767,28.259333061,67.0,38.0,66.0,43.0,53.0
175,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:10.000,-25.751304882,28.259320655,67.0,35.0,60.0,39.0,53.0
176,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:11.000,-25.751305587,28.259309674,67.0,35.0,60.0,39.0,53.0
177,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:12.000,-25.75130563,28.259298849,67.0,35.0,60.0,39.0,53.0
178,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:13.000,-25.751306971,28.259286118,67.0,35.0,60.0,39.0,53.0
179,Africa Clean Air Forum Pretoria Run,2026-07-13T07:19:14.000,-25.75130569,28.259274379,67.0,35.0,60.0,39.0,53.0
